file_path,sha256,size_bytes,terminated_normally,calc_type,final_energy_Eh,n_imag,lowest_freq_cm1,method_line,in_RAW_FILE_INDEX,in_EXPERIMENT_JOB_INDEX
results/anisole_smd.out,d970f8e767c8c6db7cbac01e8f0214d29dab008b600c243a84980620a9bd88ff,73353,True,sp_smd,-346.722414271535,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),False,False
results/benzene_smd.out,56b6bc0b07493f4be978169f4f42f2a3c8f385897b7ee9f8d5d85b14757274e4,68002,True,sp_smd,-232.203520456474,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),False,False
results/cu_galacturonateH_complex_opt_freq.out,aa22d6f4e5218a1922cc1b8695db5469c40392323eaf6d163ead0c035cba5b70,734368,True,opt_freq,-1944.500415650486,0,45.69,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/cu_galacturonateH_complex_smd_sp.out,73c88dd835d0780b398dcfb749cc880abad661a0db392fe8ff75b7bb14798bc9,68442,True,sp,-1944.61832412429,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_galacturonate_anion_complex_opt_freq.out,6f5fd1ec8ef5e7e04070d685fbeff19317533b176ff9201425cb21134bbcf29a,621376,True,opt_freq,-1944.153781028924,0,62.34,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/cu_galacturonate_anion_complex_smd_sp.out,fe78c174d104c86ea5afcaf06be580359b9273cc3a8392c4e8c0203d20956037,67777,True,sp,-1944.183696368608,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_guaiacol_methoxyO_opt_freq.out,91f76a3a6d7dcb9985807d5c3353bf721933a486339abd71e91a2b773b2f545a,2320714,True,opt_freq,-2062.169790442033,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/cu_guaiacol_methoxyO_smd_sp.out,42ec93cb542043bd66684122eee399a131c5dd39b0895f338e59acbbec2e93f7,78451,True,sp,-2062.264613997395,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_guaiacol_phenolicO_opt_freq.out,892d4df2384e6aa97ab904528deb08bb2fdabd6bf3300a8260ea2f78006963d2,2202930,True,opt_freq,-2062.128411262091,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/cu_guaiacol_phenolicO_smd_sp.out,a2dca435da3f2b97be8f8d2231b08de34e47e88680a9b07daae14ede5d956c69,78633,True,sp,-2062.24399342338,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_guaiacol_pi_opt_freq.out,c8fafd3d3235d5b51933848d17ac310263ae9634417aa6934c0ed970ed46baad,2461118,True,opt_freq,-2062.182033289651,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/cu_guaiacol_pi_smd_sp.out,7052e13c8642c58f3d14ab4925f6e29ecf2229228be5c2baba9872f24ebcf7c2,78418,True,sp,-2062.2766303891,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_ion_smd_sp.out,93c184403396f8dd622240d128db4f0931be3fc71123032b92352b5422609242,64901,True,sp,-1640.276595129771,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_ion_sp.out,b8e25fdc1f3ff118a4974a6cab1ac15cfbea3fb15e71ca305b32b1f162beffe4,61958,True,sp,-1640.134600256611,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_methanol_opt_freq.out,202a2399e1ac8dafb75f7cecef0443d235224606324464bef50b66e794001622,1497555,True,opt_freq,-1755.922984539419,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/cu_methanol_smd_sp.out,23a942f71c8e7b6d2cef19722098ec89d9586a910ab67b4df6c501b593d7821a,62956,True,sp,-1756.033897303515,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_phenol_O_opt_freq.out,10500ef8a96ba3d317bbb7036340096bdb86022e009b522d20a11038b8604ca6,691855,True,opt_freq,-1947.637199399638,1,-147.88,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/cu_phenol_O_smd_sp.out,5aa4d566574ab5f8ed844f9432ca5fcf7499a2c22bfb2e6814e0a3fb7e342794,73428,True,sp,-1947.724277836535,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/cu_phenol_pi_opt_freq.out,03a02783002a998c5a1ec8ab46423c7d8ffd3c1156bf4efb1580d1a395bc8663,2219081,True,opt_freq,-1947.646484271142,1,-466.49,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/cu_phenol_pi_smd_sp.out,6d021575dd34c301a8f8aafbad111cc111ee1f2b6f246dc4726ebdc5332894d6,73229,True,sp,-1947.749474504219,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/galacturonate_anion_opt_freq.out,783b858e285b6667b3e931f534b37a347b45b6bb32e5ce31d21558ebbcaa02d6,420257,True,opt_freq,-303.723252272561,0,85.6,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/galacturonate_anion_smd_sp.out,b9e07089be24f561bd79bba3a6de28e8827ea11284f27d46e154986f9f157774,64492,True,sp,-303.846686201136,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/galacturonate_neutral_opt_freq.out,811b5f4e451fe3466fdb7c391e525f8da42d56844d6e7d636f3626091b07c8f4,401390,True,opt_freq,-304.285968844158,0,40.94,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/galacturonate_neutral_smd_sp.out,4c71b385ebec97646b0055d66f03e05f1b13e5d4ed42cb64f7501fd560127cf1,65230,True,sp,-304.305513597833,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/guaiacol_opt_freq.out,ca06b9e6ff0487ebd3e7cb66ea796d2a44bd6490185e3e8567a58341dc329a81,882238,True,opt_freq,-421.948362211734,0,75.3,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/guaiacol_smd_sp.out,e055a483db8ca24241ae2e7012c8dc5ed3ba152b23fde26e30240ad75a67175c,75167,True,sp,-421.954641717134,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/methanol_opt_freq.out,1ffcffbf7209a5d18b988996e569b766946a58f51a09844fc93c3342a08a2d37,279910,True,opt_freq,-115.711032055169,1,-300.86,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/methanol_smd_sp.out,51351ee51951af77cef1920eeb0884db7b263a427a279379fe31ac3aae6aaa54,59746,True,sp,-115.719645554346,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/phenol_opt_freq.out,082ab74c44d7d8986887dbbbc35d6ada0cfba23e508e00f8a1354ff16f2a47e8,362022,True,opt_freq,-307.423528131085,1,-352.52,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,False,False
results/phenol_smd_sp.out,5d8eb81eeebcaa60981dbe7ffe769a2ec5a0cb09a17042ee696541829cb102b9,70015,True,sp,-307.389693566008,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,False,False
results/tier_a/anisole.out,aad4a0d2e080d6c3f12879703706ff5a5a4867839c5528eee14d31b92466b7e9,646308,True,opt_freq,-346.719674972887,0,94.82,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/benzene.out,3096e2f3b4b5870db180d55dbb8dfbc01e5cc33a8552452443fe60e13b832854,222872,True,opt_freq,-232.202290813244,0,411.55,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/catechol.out,114cf74d1b39614eea18dbe08071e2bb3c41c4a2c87c4a45c2a3069caa1081f4,408476,True,opt_freq,-382.657500932119,0,187.13,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/catechol_smd.out,ecb4431b10c91254c48db24a0385352331cb064cd58a0b0dc7bb42ecee1682b7,71661,True,sp_smd,-382.669645863505,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results/tier_a/cu_anisole_methoxyO.out,89592b6ace4bc73e7e2e231265cd9674fe49c07c67308572a460c386cf039dd1,2017226,True,opt_freq,-1986.932016609288,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_anisole_methoxyO_freq.out,cc74becb937c7a39eff70f32678681d27eae9f38f0dfc0e6adab913347674ed0,130423,True,freq,-1986.932025225632,1,-37.81,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF Freq,True,False
results/tier_a/cu_anisole_methoxyO_smd.out,45722813ee448e58b5c1ac1bd61244e8009782dae7c26fe9551b60ed434ee602,76736,True,sp,-1987.031747685019,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results/tier_a/cu_anisole_pi.out,969df164a6bd579b819009375be6a82a45d3aa9cbc98e559b5f46dfccbc750de,2330196,True,opt_freq,-1986.950123632209,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_anisole_pi_freq.out,326cb45681969f07e2d9a99c7a4da67d3506d886ace8e990be8020fae92c6391,130219,True,freq,-1986.950126134658,0,49.83,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF Freq,True,False
results/tier_a/cu_anisole_pi_smd.out,79721096d6fa016e6e773b0360dc1d07c4a8f4e3b74db9e7da1ad1f087895818,76485,True,sp_smd,-1987.042745057443,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results/tier_a/cu_benzene_pi.out,07b39c1e4110241bc3a750f6d1fe6a68670bc1645c7a4a7cadd773422f4f7e74,584821,True,opt_freq,-1872.4236474102,2,-28.75,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_benzene_pi_smd.out,d6e5457ac61f79ed9b2940feabc8288d64c997ebc79d0739f5a2ce6889fd94be,71366,True,sp_smd,-1872.518170078107,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results/tier_a/cu_catechol_bidentate.out,796e3aa33da50d3b8a8cab70b1fed63e28f9e78a48cc132f8e9972d1162df08f,1318315,True,opt_freq,-2022.845350963277,2,-479.79,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_catechol_bidentate_smd.out,966293e7600b4bb1e1d7867e4deda7aee3843cfd26a9f6e3396d9d74ba8ade57,75064,True,sp_smd,-2022.971157057666,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results/tier_a/cu_catechol_bidentate_v2.out,6a55a7de432e3350627660d7cacd4ea2d3f8af24edd8f4bc1bb01a6d2556edd2,1318522,True,opt_freq,-2022.845350963277,2,-479.79,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_catechol_pi.out,e2b8883d2956bf537a8e697482fadc863e00a25ac2de7578ffd8d57bba443090,2087400,True,opt_freq,-2022.887370861674,0,53.95,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_catechol_pi_smd.out,62612d96290f1bc6cfb2ad241676ed8a8bf9201d1075ed42a3435b5dac3b054d,74986,True,sp_smd,-2022.990985522653,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results/tier_a/cu_catechol_pi_v2.out,88f7bdafd4d3e3fed1f7077ae7e256b57f6c48fcd634c77f8a00c54bd68d7c36,2087673,True,opt_freq,-2022.887370861674,0,53.95,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_cyclohexanol_O.out,0d2cc0978d69d7dbaeb3842f124c6f50d4212082f81a14fb6135d1c515bcfea0,1957141,True,opt_freq,-1951.268681295893,0,39.11,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_cyclohexanol_O_smd.out,a1efc45a6dc5a22f12036c99dc6dcb745c3e1d4fcae4aae881c500e9aa9e4d2c,78200,True,sp,-1951.368932170903,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results/tier_a/cu_meta_methoxyphenol_phenolicO.out,c353057f79530965979903ab5d76057a34abbb91181db60a622fff4543214a69,764285,True,opt_freq,-2062.100968129885,4,-796.51,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_meta_methoxyphenol_phenolicO_smd.out,d07591b34a9c0850cf94d6eb92373f0d5c0f75cc1433c724d7346139fabe9e47,78449,True,sp_smd,-2062.225189413215,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results/tier_a/cu_meta_methoxyphenol_pi.out,850648712b89272292219fa630f65ef21e70fcef0d694baa40ceb67ba2d7b9e9,2424042,True,opt_freq,-2062.181934103985,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_meta_methoxyphenol_pi_freq.out,3872227593de60f8a5f0f548bd9242db111783a7d454cd8372565720d050392a,136259,True,freq,-2062.181939248162,0,48.15,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF Freq,True,False
results/tier_a/cu_meta_methoxyphenol_pi_smd.out,bb39a36596e25a7b54cb86f8ba69861d73e16e8ece2df568ad3261fceee60949,78527,True,sp,-2062.277620930488,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results/tier_a/cu_para_methoxyphenol_phenolicO.out,8ec7aba4154095ca33c3fcdbe35ae79ae23ff5492717ffa0bd23a3d55eed16a8,2081817,True,opt_freq,-2062.157861290545,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_para_methoxyphenol_phenolicO_freq.out,8049428f92d20971c6f75897ed18ad3f2018764301a42b03ce88a4abf6cedcda,136354,True,freq,-2062.157852236894,0,28.09,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF Freq,True,False
results/tier_a/cu_para_methoxyphenol_phenolicO_smd.out,b943671a2aa02d3fa5c060263abef12407b09feb66a6c99a8232a356b99478a7,78585,True,sp,-2062.261677140382,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results/tier_a/cu_para_methoxyphenol_pi.out,754f30e146b26984809e0ef6d46ae55010f79e29f8a37d6bc682129b9b5eb576,2475724,True,opt_freq,-2062.171498453095,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/cu_para_methoxyphenol_pi_freq.out,f7daee7dc4e71867aab0422d18cf0079a85d46823d5d748f7dfc7eb9526ea135,136287,True,freq,-2062.171459883481,0,48.27,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF Freq,True,False
results/tier_a/cu_para_methoxyphenol_pi_smd.out,08e87de6bc6dd73d4bb8f90969242fcfe302341090820ff8a93ab9b9c1701840,78555,True,sp,-2062.272834140743,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results/tier_a/cyclohexanol.out,bc73557a96227c33db814138f6878dd7d78f876157dc7cdaf5871aa1a0c8460e,1259779,True,opt_freq,-311.041444019796,0,160.05,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/meta_methoxyphenol.out,f77bd3dc4783b8e23e6ddfbe2331466ed990c4625b1717d94a95214e135f72d5,407661,True,opt_freq,-421.946681656249,0,92.07,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/meta_methoxyphenol_smd.out,3bc466cd110fcc8af753d3c31f7e3362375efdf06ad9c0fa9b4f52dc87008e8f,75088,True,sp_smd,-421.957157857914,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results/tier_a/para_methoxyphenol.out,f3acdf577c712b8eef85b8da969bab0221b44fe9e58a2d02b0b1efab8937b5b6,1842690,True,opt_freq,-421.944151122207,0,81.21,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_a/para_methoxyphenol_smd.out,1054b6eb5d33b12be785e6b2b2094e2cc3ea4fed76136787182f9f67f24cf3b0,75084,True,sp_smd,-421.954290540616,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results/tier_b/cu2i2_linear_opt_freq.out,e59f69ff954d2d686c36053654cdf80cf4e02bfdc70c2d5070fd6d1b74dbd5d5,409969,True,opt_freq,-3876.457861510816,2,-66.63,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_b/cu2i2_linear_opt_freq_atom53.out,5d048d7171fd04c409178a6822ef4a1df40cea7e83e963914296d307bcfc5474,56283,True,sp,-296.652290555973,,,ROHF def2-SVP def2/J Conv LeanSCF AODIIS SOSCF NoMulliken NoLoewdin NoMayer NoPrintMOs,True,False
results/tier_b/cu2i2_rhombic_opt_freq.out,e9a31db9b1bb1f8d42407654c4b862e9585a2f2b116cc94d51f261ad1e99f7db,340648,True,opt_freq,-3876.514481449549,0,58.01,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,True
results/tier_b/cu2i2_rhombic_opt_freq_atom53.out,faf63d5f5a2c75463f2152f0b4d6ea4f5176083291073efb287ec06dff043c5c,56290,True,sp,-296.652290555973,,,ROHF def2-SVP def2/J Conv LeanSCF AODIIS SOSCF NoMulliken NoLoewdin NoMayer NoPrintMOs,True,False
results/tier_b/cui_guaiacol_methoxyO_opt_freq_atom53.out,062b124ec680a511ad10d1503ede310057ea7fe8433cd3301ef29f345faff95f,56345,True,sp,-296.652290555973,,,ROHF def2-SVP def2/J Conv LeanSCF AODIIS SOSCF NoMulliken NoLoewdin NoMayer NoPrintMOs,True,False
results/tier_b/cui_guaiacol_phenolicO_opt_freq.out,2952c476aa095e9ba8c9a0aaf0f94208cf01410f84bce928abe85f94b597a315,1937141,True,opt_freq,-2360.204571208654,0,19.2,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_b/cui_guaiacol_phenolicO_opt_freq_atom53.out,16f79d8cbfbc837d4b1b7d4f91c6d144de97cf495599f91c6ca734a16150af77,56353,True,sp,-296.652290555973,,,ROHF def2-SVP def2/J Conv LeanSCF AODIIS SOSCF NoMulliken NoLoewdin NoMayer NoPrintMOs,True,False
results/tier_b/cui_methanol_O_opt_freq.out,ac9ed826cfca6bbf080379698c4e01089eb38411326d3325ccd7118d1a099603,632885,True,opt_freq,-2053.969633761553,1,-329.98,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_b/cui_methanol_O_opt_freq_atom53.out,4838b40056094e427cd3da0ee793aada35f922caaaa1a558b08631688cec90c7,56298,True,sp,-296.652290555973,,,ROHF def2-SVP def2/J Conv LeanSCF AODIIS SOSCF NoMulliken NoLoewdin NoMayer NoPrintMOs,True,False
results/tier_b/cui_monomer.out,8a266a9c7f8b6b0181eb97da94c8329ece983418296934d48b85a68114c59fd2,184551,True,opt_freq,-1938.215903547967,0,245.19,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_b/cui_monomer_opt_freq.out,f6c3cc2569949c5ffa89cc7fddcbdd907532e8a34b8e6e6f32a07e6e7c36ce4d,185251,True,opt_freq,-1938.215888964499,0,245.2,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_b/cui_monomer_opt_freq_atom53.out,5e28ffa93cdc9b1bec11f519ef926764a00101261fcc81b20fa8cd4bdc93ecf7,56275,True,sp,-296.652290555973,,,ROHF def2-SVP def2/J Conv LeanSCF AODIIS SOSCF NoMulliken NoLoewdin NoMayer NoPrintMOs,True,False
results/tier_b/cui_phenol_O_opt_freq.out,5bc739176a6b06604daea7e146f4b03ea37ea6b45d5706c971c9fcb1fc86e8b9,921990,True,opt_freq,-2245.679583816037,2,-297.83,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_b/cui_phenol_O_opt_freq_atom53.out,dc59c09e2ece659f24bc98bd319935f75ca04f4413aa9511117de17b49016bda,56284,True,sp,-296.652290555973,,,ROHF def2-SVP def2/J Conv LeanSCF AODIIS SOSCF NoMulliken NoLoewdin NoMayer NoPrintMOs,True,False
results/tier_b/cui_phenol_pi_opt_freq.out,7c213b01496d96b3c0966d4140ddd934255cdb5de1e8da1d100158f54915fcc4,2204872,True,opt_freq,-2245.689103055749,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results/tier_b/cui_phenol_pi_opt_freq_atom53.out,e2aa6ce0856832dada9671e6bafc7e53776e7bf424a8f5f339944b817642544d,56291,True,sp,-296.652290555973,,,ROHF def2-SVP def2/J Conv LeanSCF AODIIS SOSCF NoMulliken NoLoewdin NoMayer NoPrintMOs,True,False
results_pod/cu_ion_cu2plus_sp.out,4e8d3a248df9b692d5b34077be75bd9811a770b94f56752fab0f8ecbc3cee102,54282,True,sp,-1639.375465779932,,,UKS B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF,False,False
results_pod/cyclohexanol_smd_sp.out,7913fea5f030b28f8ea6ba2c4b00a992a0181ec362a387650f1e79ffedbb4ad0,73747,True,sp,-311.048927559698,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF,False,False
results_pod/results/anisole_smd.out,d970f8e767c8c6db7cbac01e8f0214d29dab008b600c243a84980620a9bd88ff,73353,True,sp_smd,-346.722414271535,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results_pod/results/benzene_smd.out,56b6bc0b07493f4be978169f4f42f2a3c8f385897b7ee9f8d5d85b14757274e4,68002,True,sp_smd,-232.203520456474,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP SMD(water),True,False
results_pod/results/cu_galacturonateH_complex_opt_freq.out,aa22d6f4e5218a1922cc1b8695db5469c40392323eaf6d163ead0c035cba5b70,734368,True,opt_freq,-1944.500415650486,0,45.69,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results_pod/results/cu_galacturonateH_complex_smd_sp.out,73c88dd835d0780b398dcfb749cc880abad661a0db392fe8ff75b7bb14798bc9,68442,True,sp,-1944.61832412429,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results_pod/results/cu_galacturonate_anion_complex_opt_freq.out,6f5fd1ec8ef5e7e04070d685fbeff19317533b176ff9201425cb21134bbcf29a,621376,True,opt_freq,-1944.153781028924,0,62.34,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results_pod/results/cu_galacturonate_anion_complex_smd_sp.out,fe78c174d104c86ea5afcaf06be580359b9273cc3a8392c4e8c0203d20956037,67777,True,sp,-1944.183696368608,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results_pod/results/cu_guaiacol_methoxyO_opt_freq.out,91f76a3a6d7dcb9985807d5c3353bf721933a486339abd71e91a2b773b2f545a,2320714,True,opt_freq,-2062.169790442033,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results_pod/results/cu_guaiacol_methoxyO_smd_sp.out,42ec93cb542043bd66684122eee399a131c5dd39b0895f338e59acbbec2e93f7,78451,True,sp,-2062.264613997395,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results_pod/results/cu_guaiacol_phenolicO_opt_freq.out,892d4df2384e6aa97ab904528deb08bb2fdabd6bf3300a8260ea2f78006963d2,2202930,True,opt_freq,-2062.128411262091,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results_pod/results/cu_guaiacol_phenolicO_smd_sp.out,a2dca435da3f2b97be8f8d2231b08de34e47e88680a9b07daae14ede5d956c69,78633,True,sp,-2062.24399342338,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results_pod/results/cu_guaiacol_pi_opt_freq.out,c8fafd3d3235d5b51933848d17ac310263ae9634417aa6934c0ed970ed46baad,2461118,True,opt_freq,-2062.182033289651,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF TightOpt Opt Freq,True,False
results_pod/results/cu_guaiacol_pi_smd_sp.out,7052e13c8642c58f3d14ab4925f6e29ecf2229228be5c2baba9872f24ebcf7c2,78418,True,sp,-2062.2766303891,,,B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF SP,True,False
results_pod/results/cu_ion_cu2plus.out,4e8d3a248df9b692d5b34077be75bd9811a770b94f56752fab0f8ecbc3cee102,54282,True,sp,-1639.375465779932,,,UKS B3LYP D3BJ def2-TZVP RIJCOSX def2/J TightSCF,True,False
