stem,species_id,mode_number,freq_cm-1,is_imaginary
cui_monomer_opt_freq,cui_monomer,4,0.0,False
cui_monomer_opt_freq,cui_monomer,5,245.2,False
cui_phenol_O_opt_freq,cui_phenol_O,0,0.0,False
cui_phenol_O_opt_freq,cui_phenol_O,1,0.0,False
cui_phenol_O_opt_freq,cui_phenol_O,2,0.0,False
cui_phenol_O_opt_freq,cui_phenol_O,3,0.0,False
cui_phenol_O_opt_freq,cui_phenol_O,4,0.0,False
cui_phenol_O_opt_freq,cui_phenol_O,5,0.0,False
cui_phenol_O_opt_freq,cui_phenol_O,6,-297.83,True
cui_phenol_O_opt_freq,cui_phenol_O,7,-20.39,True
cui_phenol_O_opt_freq,cui_phenol_O,8,25.52,False
cui_phenol_O_opt_freq,cui_phenol_O,9,76.91,False
cui_phenol_O_opt_freq,cui_phenol_O,10,94.67,False
cui_phenol_O_opt_freq,cui_phenol_O,11,165.28,False
cui_phenol_O_opt_freq,cui_phenol_O,12,256.51,False
cui_phenol_O_opt_freq,cui_phenol_O,13,368.74,False
cui_phenol_O_opt_freq,cui_phenol_O,14,400.38,False
cui_phenol_O_opt_freq,cui_phenol_O,15,423.02,False
cui_phenol_O_opt_freq,cui_phenol_O,16,511.87,False
cui_phenol_O_opt_freq,cui_phenol_O,17,554.22,False
cui_phenol_O_opt_freq,cui_phenol_O,18,632.34,False
cui_phenol_O_opt_freq,cui_phenol_O,19,703.2,False
cui_phenol_O_opt_freq,cui_phenol_O,20,769.55,False
cui_phenol_O_opt_freq,cui_phenol_O,21,824.39,False
cui_phenol_O_opt_freq,cui_phenol_O,22,843.51,False
cui_phenol_O_opt_freq,cui_phenol_O,23,928.83,False
cui_phenol_O_opt_freq,cui_phenol_O,24,969.58,False
cui_phenol_O_opt_freq,cui_phenol_O,25,992.56,False
cui_phenol_O_opt_freq,cui_phenol_O,26,1027.93,False
cui_phenol_O_opt_freq,cui_phenol_O,27,1046.86,False
cui_phenol_O_opt_freq,cui_phenol_O,28,1099.02,False
cui_phenol_O_opt_freq,cui_phenol_O,29,1183.84,False
cui_phenol_O_opt_freq,cui_phenol_O,30,1186.83,False
cui_phenol_O_opt_freq,cui_phenol_O,31,1211.41,False
cui_phenol_O_opt_freq,cui_phenol_O,32,1259.88,False
cui_phenol_O_opt_freq,cui_phenol_O,33,1328.44,False
cui_phenol_O_opt_freq,cui_phenol_O,34,1349.61,False
cui_phenol_O_opt_freq,cui_phenol_O,35,1492.65,False
cui_phenol_O_opt_freq,cui_phenol_O,36,1528.97,False
cui_phenol_O_opt_freq,cui_phenol_O,37,1635.92,False
cui_phenol_O_opt_freq,cui_phenol_O,38,1642.07,False
cui_phenol_O_opt_freq,cui_phenol_O,39,3178.45,False
cui_phenol_O_opt_freq,cui_phenol_O,40,3186.57,False
cui_phenol_O_opt_freq,cui_phenol_O,41,3193.84,False
cui_phenol_O_opt_freq,cui_phenol_O,42,3200.12,False
cui_phenol_O_opt_freq,cui_phenol_O,43,3204.99,False
cui_phenol_O_opt_freq,cui_phenol_O,44,3797.02,False
cyclohexanol,cyclohexanol,0,0.0,False
cyclohexanol,cyclohexanol,1,0.0,False
cyclohexanol,cyclohexanol,2,0.0,False
cyclohexanol,cyclohexanol,3,0.0,False
cyclohexanol,cyclohexanol,4,0.0,False
cyclohexanol,cyclohexanol,5,0.0,False
cyclohexanol,cyclohexanol,6,160.05,False
cyclohexanol,cyclohexanol,7,227.29,False
cyclohexanol,cyclohexanol,8,274.77,False
cyclohexanol,cyclohexanol,9,333.28,False
cyclohexanol,cyclohexanol,10,344.34,False
cyclohexanol,cyclohexanol,11,409.11,False
cyclohexanol,cyclohexanol,12,458.49,False
cyclohexanol,cyclohexanol,13,473.92,False
cyclohexanol,cyclohexanol,14,557.93,False
cyclohexanol,cyclohexanol,15,797.51,False
cyclohexanol,cyclohexanol,16,798.79,False
cyclohexanol,cyclohexanol,17,852.96,False
cyclohexanol,cyclohexanol,18,897.92,False
cyclohexanol,cyclohexanol,19,900.95,False
cyclohexanol,cyclohexanol,20,937.62,False
cyclohexanol,cyclohexanol,21,982.97,False
cyclohexanol,cyclohexanol,22,1037.54,False
cyclohexanol,cyclohexanol,23,1055.52,False
cyclohexanol,cyclohexanol,24,1083.51,False
cyclohexanol,cyclohexanol,25,1089.9,False
cyclohexanol,cyclohexanol,26,1096.66,False
cyclohexanol,cyclohexanol,27,1157.22,False
cyclohexanol,cyclohexanol,28,1182.66,False
cyclohexanol,cyclohexanol,29,1257.18,False
cyclohexanol,cyclohexanol,30,1280.6,False
cyclohexanol,cyclohexanol,31,1287.56,False
cyclohexanol,cyclohexanol,32,1298.43,False
cyclohexanol,cyclohexanol,33,1344.45,False
cyclohexanol,cyclohexanol,34,1352.5,False
cyclohexanol,cyclohexanol,35,1369.41,False
cyclohexanol,cyclohexanol,36,1379.21,False
cyclohexanol,cyclohexanol,37,1382.22,False
cyclohexanol,cyclohexanol,38,1398.38,False
cyclohexanol,cyclohexanol,39,1433.03,False
cyclohexanol,cyclohexanol,40,1486.41,False
cyclohexanol,cyclohexanol,41,1489.57,False
cyclohexanol,cyclohexanol,42,1491.71,False
cyclohexanol,cyclohexanol,43,1497.23,False
cyclohexanol,cyclohexanol,44,1510.36,False
cyclohexanol,cyclohexanol,45,2943.78,False
cyclohexanol,cyclohexanol,46,3002.5,False
cyclohexanol,cyclohexanol,47,3006.19,False
cyclohexanol,cyclohexanol,48,3006.87,False
cyclohexanol,cyclohexanol,49,3012.5,False
cyclohexanol,cyclohexanol,50,3023.05,False
cyclohexanol,cyclohexanol,51,3044.32,False
cyclohexanol,cyclohexanol,52,3055.16,False
cyclohexanol,cyclohexanol,53,3056.98,False
cyclohexanol,cyclohexanol,54,3061.26,False
cyclohexanol,cyclohexanol,55,3071.54,False
cyclohexanol,cyclohexanol,56,3790.53,False
galacturonate_anion_opt_freq,galacturonate_anion,0,0.0,False
galacturonate_anion_opt_freq,galacturonate_anion,1,0.0,False
galacturonate_anion_opt_freq,galacturonate_anion,2,0.0,False
galacturonate_anion_opt_freq,galacturonate_anion,3,0.0,False
galacturonate_anion_opt_freq,galacturonate_anion,4,0.0,False
galacturonate_anion_opt_freq,galacturonate_anion,5,0.0,False
galacturonate_anion_opt_freq,galacturonate_anion,6,85.6,False
galacturonate_anion_opt_freq,galacturonate_anion,7,208.61,False
galacturonate_anion_opt_freq,galacturonate_anion,8,256.15,False
galacturonate_anion_opt_freq,galacturonate_anion,9,480.79,False
galacturonate_anion_opt_freq,galacturonate_anion,10,597.79,False
galacturonate_anion_opt_freq,galacturonate_anion,11,653.34,False
galacturonate_anion_opt_freq,galacturonate_anion,12,860.18,False
galacturonate_anion_opt_freq,galacturonate_anion,13,1017.6,False
galacturonate_anion_opt_freq,galacturonate_anion,14,1025.88,False
galacturonate_anion_opt_freq,galacturonate_anion,15,1189.68,False
galacturonate_anion_opt_freq,galacturonate_anion,16,1233.48,False
galacturonate_anion_opt_freq,galacturonate_anion,17,1349.39,False
galacturonate_anion_opt_freq,galacturonate_anion,18,1391.11,False
galacturonate_anion_opt_freq,galacturonate_anion,19,1473.49,False
galacturonate_anion_opt_freq,galacturonate_anion,20,1699.11,False
galacturonate_anion_opt_freq,galacturonate_anion,21,2962.6,False
galacturonate_anion_opt_freq,galacturonate_anion,22,2991.86,False
galacturonate_anion_opt_freq,galacturonate_anion,23,3767.94,False
galacturonate_neutral_opt_freq,galacturonate_neutral,0,0.0,False
galacturonate_neutral_opt_freq,galacturonate_neutral,1,0.0,False
galacturonate_neutral_opt_freq,galacturonate_neutral,2,0.0,False
galacturonate_neutral_opt_freq,galacturonate_neutral,3,0.0,False
galacturonate_neutral_opt_freq,galacturonate_neutral,4,0.0,False
galacturonate_neutral_opt_freq,galacturonate_neutral,5,0.0,False
galacturonate_neutral_opt_freq,galacturonate_neutral,6,40.94,False
galacturonate_neutral_opt_freq,galacturonate_neutral,7,179.58,False
galacturonate_neutral_opt_freq,galacturonate_neutral,8,273.54,False
galacturonate_neutral_opt_freq,galacturonate_neutral,9,505.98,False
galacturonate_neutral_opt_freq,galacturonate_neutral,10,525.31,False
galacturonate_neutral_opt_freq,galacturonate_neutral,11,593.54,False
galacturonate_neutral_opt_freq,galacturonate_neutral,12,692.0,False
galacturonate_neutral_opt_freq,galacturonate_neutral,13,840.08,False
galacturonate_neutral_opt_freq,galacturonate_neutral,14,1032.16,False
galacturonate_neutral_opt_freq,galacturonate_neutral,15,1102.35,False
galacturonate_neutral_opt_freq,galacturonate_neutral,16,1162.63,False
galacturonate_neutral_opt_freq,galacturonate_neutral,17,1236.0,False
galacturonate_neutral_opt_freq,galacturonate_neutral,18,1265.51,False
galacturonate_neutral_opt_freq,galacturonate_neutral,19,1378.64,False
galacturonate_neutral_opt_freq,galacturonate_neutral,20,1451.65,False
galacturonate_neutral_opt_freq,galacturonate_neutral,21,1490.47,False
galacturonate_neutral_opt_freq,galacturonate_neutral,22,1806.99,False
galacturonate_neutral_opt_freq,galacturonate_neutral,23,2999.41,False
galacturonate_neutral_opt_freq,galacturonate_neutral,24,3027.11,False
galacturonate_neutral_opt_freq,galacturonate_neutral,25,3715.76,False
galacturonate_neutral_opt_freq,galacturonate_neutral,26,3809.91,False
guaiacol_opt_freq,guaiacol,0,0.0,False
guaiacol_opt_freq,guaiacol,1,0.0,False
guaiacol_opt_freq,guaiacol,2,0.0,False
guaiacol_opt_freq,guaiacol,3,0.0,False
guaiacol_opt_freq,guaiacol,4,0.0,False
guaiacol_opt_freq,guaiacol,5,0.0,False
guaiacol_opt_freq,guaiacol,6,75.36,False
guaiacol_opt_freq,guaiacol,7,178.68,False
guaiacol_opt_freq,guaiacol,8,226.53,False
guaiacol_opt_freq,guaiacol,9,239.11,False
guaiacol_opt_freq,guaiacol,10,307.1,False
guaiacol_opt_freq,guaiacol,11,345.86,False
guaiacol_opt_freq,guaiacol,12,438.24,False
guaiacol_opt_freq,guaiacol,13,463.37,False
guaiacol_opt_freq,guaiacol,14,511.54,False
guaiacol_opt_freq,guaiacol,15,538.96,False
guaiacol_opt_freq,guaiacol,16,570.87,False
guaiacol_opt_freq,guaiacol,17,598.45,False
guaiacol_opt_freq,guaiacol,18,717.77,False
guaiacol_opt_freq,guaiacol,19,748.89,False
guaiacol_opt_freq,guaiacol,20,774.1,False
guaiacol_opt_freq,guaiacol,21,846.44,False
guaiacol_opt_freq,guaiacol,22,851.88,False
guaiacol_opt_freq,guaiacol,23,908.78,False
guaiacol_opt_freq,guaiacol,24,931.25,False
guaiacol_opt_freq,guaiacol,25,1053.69,False
guaiacol_opt_freq,guaiacol,26,1069.21,False
guaiacol_opt_freq,guaiacol,27,1134.85,False
guaiacol_opt_freq,guaiacol,28,1175.07,False
guaiacol_opt_freq,guaiacol,29,1183.69,False
guaiacol_opt_freq,guaiacol,30,1198.22,False
guaiacol_opt_freq,guaiacol,31,1230.39,False
guaiacol_opt_freq,guaiacol,32,1253.19,False
guaiacol_opt_freq,guaiacol,33,1290.91,False
guaiacol_opt_freq,guaiacol,34,1335.59,False
guaiacol_opt_freq,guaiacol,35,1401.51,False
guaiacol_opt_freq,guaiacol,36,1480.31,False
guaiacol_opt_freq,guaiacol,37,1491.37,False
guaiacol_opt_freq,guaiacol,38,1503.18,False
guaiacol_opt_freq,guaiacol,39,1509.71,False
guaiacol_opt_freq,guaiacol,40,1540.18,False
guaiacol_opt_freq,guaiacol,41,1638.49,False
guaiacol_opt_freq,guaiacol,42,1654.65,False
guaiacol_opt_freq,guaiacol,43,3010.81,False
guaiacol_opt_freq,guaiacol,44,3067.41,False
guaiacol_opt_freq,guaiacol,45,3134.74,False
guaiacol_opt_freq,guaiacol,46,3175.11,False
guaiacol_opt_freq,guaiacol,47,3187.56,False
guaiacol_opt_freq,guaiacol,48,3197.25,False
guaiacol_opt_freq,guaiacol,49,3207.38,False
guaiacol_opt_freq,guaiacol,50,3750.12,False
meta_methoxyphenol,meta_methoxyphenol,0,0.0,False
meta_methoxyphenol,meta_methoxyphenol,1,0.0,False
meta_methoxyphenol,meta_methoxyphenol,2,0.0,False
meta_methoxyphenol,meta_methoxyphenol,3,0.0,False
meta_methoxyphenol,meta_methoxyphenol,4,0.0,False
meta_methoxyphenol,meta_methoxyphenol,5,0.0,False
meta_methoxyphenol,meta_methoxyphenol,6,92.07,False
meta_methoxyphenol,meta_methoxyphenol,7,201.19,False
meta_methoxyphenol,meta_methoxyphenol,8,223.86,False
meta_methoxyphenol,meta_methoxyphenol,9,235.9,False
meta_methoxyphenol,meta_methoxyphenol,10,273.6,False
meta_methoxyphenol,meta_methoxyphenol,11,318.32,False
meta_methoxyphenol,meta_methoxyphenol,12,404.96,False
meta_methoxyphenol,meta_methoxyphenol,13,461.12,False
meta_methoxyphenol,meta_methoxyphenol,14,478.24,False
meta_methoxyphenol,meta_methoxyphenol,15,539.12,False
meta_methoxyphenol,meta_methoxyphenol,16,563.57,False
meta_methoxyphenol,meta_methoxyphenol,17,626.53,False
meta_methoxyphenol,meta_methoxyphenol,18,691.54,False
meta_methoxyphenol,meta_methoxyphenol,19,746.97,False
meta_methoxyphenol,meta_methoxyphenol,20,770.78,False
meta_methoxyphenol,meta_methoxyphenol,21,825.88,False
meta_methoxyphenol,meta_methoxyphenol,22,870.71,False
meta_methoxyphenol,meta_methoxyphenol,23,952.12,False
meta_methoxyphenol,meta_methoxyphenol,24,966.75,False
meta_methoxyphenol,meta_methoxyphenol,25,1015.28,False
meta_methoxyphenol,meta_methoxyphenol,26,1070.61,False
meta_methoxyphenol,meta_methoxyphenol,27,1098.63,False
meta_methoxyphenol,meta_methoxyphenol,28,1172.57,False
meta_methoxyphenol,meta_methoxyphenol,29,1172.74,False
meta_methoxyphenol,meta_methoxyphenol,30,1194.98,False
meta_methoxyphenol,meta_methoxyphenol,31,1197.55,False
meta_methoxyphenol,meta_methoxyphenol,32,1230.19,False
meta_methoxyphenol,meta_methoxyphenol,33,1316.34,False
meta_methoxyphenol,meta_methoxyphenol,34,1347.88,False
meta_methoxyphenol,meta_methoxyphenol,35,1368.23,False
meta_methoxyphenol,meta_methoxyphenol,36,1472.6,False
meta_methoxyphenol,meta_methoxyphenol,37,1493.6,False
meta_methoxyphenol,meta_methoxyphenol,38,1493.64,False
meta_methoxyphenol,meta_methoxyphenol,39,1508.06,False
meta_methoxyphenol,meta_methoxyphenol,40,1540.84,False
meta_methoxyphenol,meta_methoxyphenol,41,1640.33,False
meta_methoxyphenol,meta_methoxyphenol,42,1653.63,False
meta_methoxyphenol,meta_methoxyphenol,43,3002.24,False
meta_methoxyphenol,meta_methoxyphenol,44,3056.26,False
meta_methoxyphenol,meta_methoxyphenol,45,3132.18,False
meta_methoxyphenol,meta_methoxyphenol,46,3175.88,False
meta_methoxyphenol,meta_methoxyphenol,47,3186.88,False
meta_methoxyphenol,meta_methoxyphenol,48,3201.13,False
meta_methoxyphenol,meta_methoxyphenol,49,3206.16,False
meta_methoxyphenol,meta_methoxyphenol,50,3800.85,False
methanol_opt_freq,methanol,0,0.0,False
methanol_opt_freq,methanol,1,0.0,False
methanol_opt_freq,methanol,2,0.0,False
methanol_opt_freq,methanol,3,0.0,False
methanol_opt_freq,methanol,4,0.0,False
methanol_opt_freq,methanol,5,0.0,False
methanol_opt_freq,methanol,6,296.93,False
methanol_opt_freq,methanol,7,1042.7,False
methanol_opt_freq,methanol,8,1080.63,False
methanol_opt_freq,methanol,9,1169.88,False
methanol_opt_freq,methanol,10,1367.82,False
methanol_opt_freq,methanol,11,1480.57,False
methanol_opt_freq,methanol,12,1494.37,False
methanol_opt_freq,methanol,13,1508.76,False
methanol_opt_freq,methanol,14,2988.26,False
methanol_opt_freq,methanol,15,3031.59,False
methanol_opt_freq,methanol,16,3107.71,False
methanol_opt_freq,methanol,17,3808.22,False
para_methoxyphenol,para_methoxyphenol,0,0.0,False
para_methoxyphenol,para_methoxyphenol,1,0.0,False
para_methoxyphenol,para_methoxyphenol,2,0.0,False
para_methoxyphenol,para_methoxyphenol,3,0.0,False
para_methoxyphenol,para_methoxyphenol,4,0.0,False
para_methoxyphenol,para_methoxyphenol,5,0.0,False
para_methoxyphenol,para_methoxyphenol,6,81.21,False
para_methoxyphenol,para_methoxyphenol,7,156.36,False
para_methoxyphenol,para_methoxyphenol,8,235.31,False
para_methoxyphenol,para_methoxyphenol,9,250.34,False
para_methoxyphenol,para_methoxyphenol,10,296.36,False
para_methoxyphenol,para_methoxyphenol,11,373.96,False
para_methoxyphenol,para_methoxyphenol,12,382.77,False
para_methoxyphenol,para_methoxyphenol,13,430.19,False
para_methoxyphenol,para_methoxyphenol,14,438.77,False
para_methoxyphenol,para_methoxyphenol,15,523.67,False
para_methoxyphenol,para_methoxyphenol,16,534.87,False
para_methoxyphenol,para_methoxyphenol,17,657.91,False
para_methoxyphenol,para_methoxyphenol,18,720.96,False
para_methoxyphenol,para_methoxyphenol,19,744.6,False
para_methoxyphenol,para_methoxyphenol,20,797.79,False
para_methoxyphenol,para_methoxyphenol,21,846.67,False
para_methoxyphenol,para_methoxyphenol,22,858.34,False
para_methoxyphenol,para_methoxyphenol,23,896.22,False
para_methoxyphenol,para_methoxyphenol,24,955.06,False
para_methoxyphenol,para_methoxyphenol,25,1026.98,False
para_methoxyphenol,para_methoxyphenol,26,1070.9,False
para_methoxyphenol,para_methoxyphenol,27,1125.57,False
para_methoxyphenol,para_methoxyphenol,28,1173.59,False
para_methoxyphenol,para_methoxyphenol,29,1185.27,False
para_methoxyphenol,para_methoxyphenol,30,1192.11,False
para_methoxyphenol,para_methoxyphenol,31,1206.67,False
para_methoxyphenol,para_methoxyphenol,32,1265.34,False
para_methoxyphenol,para_methoxyphenol,33,1291.07,False
para_methoxyphenol,para_methoxyphenol,34,1335.95,False
para_methoxyphenol,para_methoxyphenol,35,1367.92,False
para_methoxyphenol,para_methoxyphenol,36,1475.74,False
para_methoxyphenol,para_methoxyphenol,37,1477.62,False
para_methoxyphenol,para_methoxyphenol,38,1492.01,False
para_methoxyphenol,para_methoxyphenol,39,1507.72,False
para_methoxyphenol,para_methoxyphenol,40,1548.99,False
para_methoxyphenol,para_methoxyphenol,41,1639.72,False
para_methoxyphenol,para_methoxyphenol,42,1662.53,False
para_methoxyphenol,para_methoxyphenol,43,2997.68,False
para_methoxyphenol,para_methoxyphenol,44,3049.38,False
para_methoxyphenol,para_methoxyphenol,45,3128.82,False
para_methoxyphenol,para_methoxyphenol,46,3153.24,False
para_methoxyphenol,para_methoxyphenol,47,3185.44,False
para_methoxyphenol,para_methoxyphenol,48,3199.79,False
para_methoxyphenol,para_methoxyphenol,49,3210.87,False
para_methoxyphenol,para_methoxyphenol,50,3803.46,False
phenol_opt_freq,phenol,0,0.0,False
phenol_opt_freq,phenol,1,0.0,False
phenol_opt_freq,phenol,2,0.0,False
phenol_opt_freq,phenol,3,0.0,False
phenol_opt_freq,phenol,4,0.0,False
phenol_opt_freq,phenol,5,0.0,False
phenol_opt_freq,phenol,6,-1246.22,True
phenol_opt_freq,phenol,7,-1176.54,True
phenol_opt_freq,phenol,8,228.29,False
phenol_opt_freq,phenol,9,424.97,False
phenol_opt_freq,phenol,10,425.64,False
phenol_opt_freq,phenol,11,514.18,False
phenol_opt_freq,phenol,12,547.39,False
phenol_opt_freq,phenol,13,633.77,False
phenol_opt_freq,phenol,14,696.87,False
phenol_opt_freq,phenol,15,762.76,False
phenol_opt_freq,phenol,16,826.12,False
phenol_opt_freq,phenol,17,851.56,False
phenol_opt_freq,phenol,18,898.35,False
phenol_opt_freq,phenol,19,945.95,False
phenol_opt_freq,phenol,20,952.19,False
phenol_opt_freq,phenol,21,1021.83,False
phenol_opt_freq,phenol,22,1045.24,False
phenol_opt_freq,phenol,23,1095.1,False
phenol_opt_freq,phenol,24,1179.76,False
phenol_opt_freq,phenol,25,1185.98,False
phenol_opt_freq,phenol,26,1307.83,False
phenol_opt_freq,phenol,27,1308.71,False
phenol_opt_freq,phenol,28,1350.53,False
phenol_opt_freq,phenol,29,1487.3,False
phenol_opt_freq,phenol,30,1533.39,False
phenol_opt_freq,phenol,31,1620.42,False
phenol_opt_freq,phenol,32,1639.23,False
phenol_opt_freq,phenol,33,3165.35,False
phenol_opt_freq,phenol,34,3171.9,False
phenol_opt_freq,phenol,35,3188.79,False
phenol_opt_freq,phenol,36,3193.96,False
phenol_opt_freq,phenol,37,3198.36,False
phenol_opt_freq,phenol,38,4155.05,False
